Building,Abbreviation,RoomType,BuildingType,Gender,TimeStamp,BedsAvailable
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T14:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T09:00:00Z,100
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T10:00:00Z,49
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T11:00:00Z,10
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T12:00:00Z,1
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T13:00:00Z,5
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T14:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,8
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,3
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T09:00:00Z,56
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T10:00:00Z,46
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T11:00:00Z,20
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T12:00:00Z,7
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T13:00:00Z,5
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T14:00:00Z,5
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T15:00:00Z,2
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Landfair Apartments,LF,2 Bd/4 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T09:00:00Z,28
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T10:00:00Z,3
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,4
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,4
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T09:00:00Z,32
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T10:00:00Z,3
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/4 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,4
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,4
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T09:00:00Z,4
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T10:00:00Z,4
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T09:00:00Z,6
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T10:00:00Z,6
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T11:00:00Z,6
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T09:00:00Z,6
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T10:00:00Z,6
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd/5 Person-Triple,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,4
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,4
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,2
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,1
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,1
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,1
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/5 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T09:00:00Z,6
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T09:00:00Z,6
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,2 Bd+Loft/6 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T09:00:00Z,24
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T10:00:00Z,17
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T11:00:00Z,2
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T09:00:00Z,12
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T10:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T11:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd/6 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,2
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,2
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,2
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Double,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,6
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,6
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,6
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,4
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Landfair Vista Apartments,LV,3 Bd+Loft/9 Person-Triple,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T09:00:00Z,40
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T10:00:00Z,36
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T11:00:00Z,36
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T12:00:00Z,25
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T13:00:00Z,2
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T14:00:00Z,1
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,4
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,4
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T09:00:00Z,12
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T10:00:00Z,4
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T11:00:00Z,4
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T12:00:00Z,3
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T13:00:00Z,3
