Building,Abbreviation,RoomType,BuildingType,Gender,TimeStamp,BedsAvailable
Gayley Heights,GH,3 Bd/8 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T09:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T10:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T11:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T12:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T13:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T14:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T15:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-18T16:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-19T10:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-19T11:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-19T12:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-19T13:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Female,2025-02-19T15:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T09:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T10:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T11:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T12:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T13:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T14:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T15:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-18T16:00:00Z,6
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-19T10:00:00Z,1
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-19T11:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-19T12:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-19T13:00:00Z,0
Gayley Heights,GH,3 Bd/8 Person-Triple,Apartment,Male,2025-02-19T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,70
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,70
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,70
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,70
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,66
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,50
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,26
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,10
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,4
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,4
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,2
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T09:00:00Z,44
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T10:00:00Z,40
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T11:00:00Z,40
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T12:00:00Z,40
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T13:00:00Z,40
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T14:00:00Z,38
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T15:00:00Z,33
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T16:00:00Z,24
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T10:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T09:00:00Z,108
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T10:00:00Z,108
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T11:00:00Z,108
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T12:00:00Z,108
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T13:00:00Z,102
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T14:00:00Z,102
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T15:00:00Z,90
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T16:00:00Z,76
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T10:00:00Z,43
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T11:00:00Z,7
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T12:00:00Z,2
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,6
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,6
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T09:00:00Z,66
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T10:00:00Z,60
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T11:00:00Z,60
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T12:00:00Z,60
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T13:00:00Z,60
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T14:00:00Z,60
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T15:00:00Z,54
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T16:00:00Z,47
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T10:00:00Z,27
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T11:00:00Z,21
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T12:00:00Z,10
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T13:00:00Z,7
Gayley Heights,GH,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,4
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T09:00:00Z,2
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T10:00:00Z,2
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T14:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T16:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T09:00:00Z,84
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T10:00:00Z,74
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T11:00:00Z,32
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T12:00:00Z,5
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T13:00:00Z,4
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T14:00:00Z,1
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-18T16:00:00Z,1
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,8
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T09:00:00Z,52
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T10:00:00Z,45
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T11:00:00Z,45
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T12:00:00Z,34
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T13:00:00Z,7
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T14:00:00Z,5
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T15:00:00Z,5
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-18T16:00:00Z,3
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Glenrock Apartments,GR,2 Bd/4 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T09:00:00Z,9
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T10:00:00Z,6
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T11:00:00Z,9
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T12:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T13:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T14:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,3
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,1
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,1
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T09:00:00Z,9
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T10:00:00Z,6
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T11:00:00Z,6
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T12:00:00Z,6
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T13:00:00Z,6
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T14:00:00Z,3
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,1 Bd/3 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,6
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,6
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,4
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,1
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T09:00:00Z,2
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T10:00:00Z,2
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T11:00:00Z,2
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T12:00:00Z,2
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T13:00:00Z,1
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T14:00:00Z,1
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/3 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T09:00:00Z,48
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T10:00:00Z,37
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T11:00:00Z,13
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T13:00:00Z,1
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T14:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,4
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T09:00:00Z,24
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T10:00:00Z,2
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T11:00:00Z,1
Glenrock West Apartments,GW,2 Bd/4 Person,Apartment,Male,2025-02-18T12:00:00Z,3
